virus_protein	virus_taxa	human_protein	human_gene_name	human_taxa
dip:DIP-60307N|uniprotkb:Q6TQR6	652961	dip:DIP-29814N|refseq:NP_005092|uniprotkb:P05161	ISG15	9606
uniprotkb:P03495	381517	uniprotkb:P05161	ISG15	9606
uniprotkb:P03502	518987	uniprotkb:P05161	ISG15	9606
dip:DIP-60307N|uniprotkb:Q6TQR6	652961	dip:DIP-29814N|refseq:NP_005092|uniprotkb:P05161	ISG15	9606
uniprotkb:Q6TQR6	652961	uniprotkb:P05161	ISG15	9606
uniprotkb:P03502	518987	uniprotkb:P05161	ISG15	9606
dip:DIP-46282N|uniprotkb:P03495	381517	dip:DIP-29814N|refseq:NP_005092|uniprotkb:P05161	ISG15	9606
uniprotkb:Q6TQR6	652961	uniprotkb:P05161	ISG15	9606
dip:DIP-46282N|uniprotkb:P03495	381517	dip:DIP-29814N|refseq:NP_005092|uniprotkb:P05161	ISG15	9606
uniprotkb:P03502	518987	uniprotkb:P05161	ISG15	9606
uniprotkb:P03495	381517	uniprotkb:P05161	ISG15	9606
dip:DIP-61717N|uniprotkb:P04618	11706	dip:DIP-29844N|refseq:NP_004387|uniprotkb:P17844	DDX5	9606
uniprotkb:Q6VGT1	28285	uniprotkb:P17844	DDX5	9606
uniprotkb:P04618	11706	uniprotkb:P17844	DDX5	9606
dip:DIP-61722N|uniprotkb:Q2KRY9	28285	dip:DIP-29844N|refseq:NP_004387|uniprotkb:P17844	DDX5	9606
dip:DIP-29856N|uniprotkb:A6H4P0	11276	dip:DIP-29853N|uniprotkb:Q12906	ILF3	9606
uniprotkb:P08325	11283	uniprotkb:Q12906	ILF3	9606
uniprotkb:A6H4P0	11276	uniprotkb:Q12906	ILF3	9606
uniprotkb:P08325	11283	uniprotkb:Q12906	ILF3	9606
uniprotkb:A6H4P0	11276	uniprotkb:P07910	HNRNPC	9606
dip:DIP-47202N|refseq:NP_044882|uniprotkb:P88983	33708	dip:DIP-29854N|uniprotkb:P07910	HNRNPC	9606
dip:DIP-29856N|uniprotkb:A6H4P0	11276	dip:DIP-29854N|uniprotkb:P07910	HNRNPC	9606
uniprotkb:P08325	11283	uniprotkb:P07910	HNRNPC	9606
uniprotkb:P34015	587200	uniprotkb:P47992	XCL1	9606
dip:DIP-61568N|uniprotkb:Q2F862	10258	dip:DIP-29876N|refseq:NP_002986|uniprotkb:P47992	XCL1	9606
uniprotkb:Q2F862	10258	uniprotkb:P47992	XCL1	9606
dip:DIP-61146N|uniprotkb:P34015	587200	dip:DIP-29876N|refseq:NP_002986|uniprotkb:P47992	XCL1	9606
uniprotkb:P04608	11706	uniprotkb:O60563	CCNT1	9606
uniprotkb:P04608	11706	uniprotkb:O60563	CCNT1	9606
dip:DIP-59027N|refseq:NP_057853	11676	dip:DIP-29891N|refseq:NP_001231|uniprotkb:O60563	CCNT1	9606
uniprotkb:P04608	11706	uniprotkb:O60563	CCNT1	9606
dip:DIP-29893N|refseq:YP_401671|uniprotkb:P03204	10377	dip:DIP-29894N|refseq:NP_054765|uniprotkb:Q9Y676	MRPS18B	9606
dip:DIP-29893N|refseq:YP_401671|uniprotkb:P03204	10377	dip:DIP-29894N|refseq:NP_054765|uniprotkb:Q9Y676	MRPS18B	9606
uniprotkb:P03204	10377	uniprotkb:Q9Y676	MRPS18B	9606
uniprotkb:P03204	10377	uniprotkb:Q9Y676	MRPS18B	9606
uniprotkb:P03204	10377	uniprotkb:Q9Y676	MRPS18B	9606
uniprotkb:P03204	10377	uniprotkb:Q9Y676	MRPS18B	9606
dip:DIP-29893N|refseq:YP_401671|uniprotkb:P03204	10377	dip:DIP-29894N|refseq:NP_054765|uniprotkb:Q9Y676	MRPS18B	9606
uniprotkb:P03204	10377	uniprotkb:Q9Y676	MRPS18B	9606
dip:DIP-29893N|refseq:YP_401671|uniprotkb:P03204	10377	dip:DIP-29894N|refseq:NP_054765|uniprotkb:Q9Y676	MRPS18B	9606
uniprotkb:P03281	28285	uniprotkb:P00742	F10	9606
dip:DIP-29895N|uniprotkb:P03281	28285	dip:DIP-29896N|refseq:NP_000495|uniprotkb:P00742	F10	9606
dip:DIP-47252N|refseq:NP_044850|uniprotkb:O41931	33708	dip:DIP-29902N|refseq:NP_000468|uniprotkb:P02768	ALB	9606
dip:DIP-47195N|refseq:NP_044892|uniprotkb:P88993	33708	dip:DIP-29902N|refseq:NP_000468|uniprotkb:P02768	ALB	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-29902N|refseq:NP_000468|uniprotkb:P02768	ALB	9606
dip:DIP-47218N|refseq:NP_044912|uniprotkb:P89884	33708	dip:DIP-29902N|refseq:NP_000468|uniprotkb:P02768	ALB	9606
dip:DIP-47241N|refseq:NP_044868|uniprotkb:O41947	33708	dip:DIP-29903N|refseq:NP_002561|uniprotkb:P29122	PCSK6	9606
uniprotkb:P03122	337052	uniprotkb:Q96L91	EP400	9606
uniprotkb:P03120	333760	uniprotkb:Q96L91	EP400	9606
dip:DIP-44574N|refseq:NP_041328|uniprotkb:P03120	333760	dip:DIP-29915N|uniprotkb:Q96L91	EP400	9606
dip:DIP-59405N|refseq:NP_579881	11676	dip:DIP-29923N|refseq:NP_056281|uniprotkb:Q9H3S7	PTPN23	9606
refseq:NP_579881	11676	uniprotkb:Q9H3S7	PTPN23	9606
dip:DIP-47241N|refseq:NP_044868|uniprotkb:O41947	33708	dip:DIP-29936N|uniprotkb:Q96RL1	UIMC1	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-29942N|uniprotkb:Q99996	AKAP9	9606
dip:DIP-47242N|refseq:NP_044867|uniprotkb:O41946	33708	dip:DIP-29943N|refseq:AAH30133|uniprotkb:P34741	SDC2	9606
dip:DIP-47204N|refseq:NP_044879|uniprotkb:O41958	33708	dip:DIP-29971N|uniprotkb:Q16236	NFE2L2	9606
dip:DIP-29972N|uniprotkb:P17382	10585	dip:DIP-29973N|uniprotkb:P55210	CASP7	9606
uniprotkb:P17382	10585	uniprotkb:P55210	CASP7	9606
dip:DIP-61278N|uniprotkb:Q9QR71	868565	dip:DIP-30000N|uniprotkb:Q9UBC3	DNMT3B	9606
dip:DIP-61278N|uniprotkb:Q9QR71	868565	dip:DIP-30000N|uniprotkb:Q9UBC3	DNMT3B	9606
uniprotkb:Q9QR71	868565	uniprotkb:Q9UBC3	DNMT3B	9606
uniprotkb:Q9QR71	868565	uniprotkb:Q9UBC3	DNMT3B	9606
dip:DIP-47239N|refseq:NP_044870|uniprotkb:O41949	33708	dip:DIP-304N|refseq:NP_000203|uniprotkb:P05106	ITGB3	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-30947N|refseq:NP_065821|uniprotkb:Q9P2M7	CGN	9606
dip:DIP-48878N|uniprotkb:Q5PP90	10345	dip:DIP-31016N|uniprotkb:Q13153	PAK1	9606
dip:DIP-48878N|uniprotkb:Q5PP90	10345	dip:DIP-31016N|uniprotkb:Q13153	PAK1	9606
uniprotkb:Q5PP90	10345	uniprotkb:Q13153	PAK1	9606
uniprotkb:Q5PP90	10345	uniprotkb:Q13153	PAK1	9606
uniprotkb:Q02840	31684	uniprotkb:Q92556-1		9606
intact:EBI-7355238	11676	uniprotkb:Q92556-1		9606
dip:DIP-48352N|refseq:NP_054373	11723	dip:DIP-31095N|uniprotkb:Q92556	ELMO1	9606
dip:DIP-47209N|refseq:NP_044861|uniprotkb:O41941	33708	dip:DIP-31110N|uniprotkb:P35580	MYH10	9606
dip:DIP-47225N|uniprotkb:O41964	33708	dip:DIP-31114N|refseq:NP_003741|uniprotkb:Q14152	EIF3A	9606
dip:DIP-47225N|uniprotkb:O41964	33708	dip:DIP-31152N|refseq:NP_000960|uniprotkb:P46777	RPL5	9606
dip:DIP-59209N|uniprotkb:P16749	10360	dip:DIP-31180N|uniprotkb:Q9P0J0	NDUFA13	9606
uniprotkb:P16749	10360	uniprotkb:Q9P0J0	NDUFA13	9606
uniprotkb:P03139-1	10419	uniprotkb:O75843	AP1G2	9606
uniprotkb:P03139-1	10419	uniprotkb:O75843	AP1G2	9606
dip:DIP-61744N|uniprotkb:P03139	10419	dip:DIP-31185N|uniprotkb:O75843	AP1G2	9606
dip:DIP-61744N|uniprotkb:P03139	10419	dip:DIP-31185N|uniprotkb:O75843	AP1G2	9606
uniprotkb:P03139-1	10419	uniprotkb:O75843	AP1G2	9606
dip:DIP-61744N|uniprotkb:P03139	10419	dip:DIP-31185N|uniprotkb:O75843	AP1G2	9606
dip:DIP-47244N|refseq:NP_044864|uniprotkb:P88980	33708	dip:DIP-31191N|uniprotkb:P46379	BAG6	9606
uniprotkb:O89293	388814	uniprotkb:P50570	DNM2	9606
dip:DIP-60908N|uniprotkb:O89293	388814	dip:DIP-31244N|uniprotkb:P50570	DNM2	9606
uniprotkb:Q9QPN3	290579	uniprotkb:P50570	DNM2	9606
uniprotkb:O70903	388826	uniprotkb:P50570	DNM2	9606
uniprotkb:Q88019	11723	uniprotkb:P50570	DNM2	9606
dip:DIP-60909N|uniprotkb:O70903	388826	dip:DIP-31244N|uniprotkb:P50570	DNM2	9606
uniprotkb:P03407	11685	uniprotkb:P50570	DNM2	9606
dip:DIP-45114N|uniprotkb:Q9QPN3	290579	dip:DIP-31244N|uniprotkb:P50570	DNM2	9606
uniprotkb:Q994M8	11676	uniprotkb:P50570	DNM2	9606
dip:DIP-60911N|uniprotkb:O41790	11676	dip:DIP-31244N|uniprotkb:P50570	DNM2	9606
uniprotkb:O41790	11676	uniprotkb:P50570	DNM2	9606
dip:DIP-29212N|uniprotkb:P03407	11685	dip:DIP-31244N|uniprotkb:P50570	DNM2	9606
dip:DIP-60907N|uniprotkb:Q994M8	11676	dip:DIP-31244N|uniprotkb:P50570	DNM2	9606
dip:DIP-47218N|refseq:NP_044912|uniprotkb:P89884	33708	dip:DIP-31248N|refseq:NP_000137|uniprotkb:P02792	FTL	9606
dip:DIP-47204N|refseq:NP_044879|uniprotkb:O41958	33708	dip:DIP-31248N|refseq:NP_000137|uniprotkb:P02792	FTL	9606
dip:DIP-47193N|refseq:NP_044897|uniprotkb:P88996	33708	dip:DIP-31365N|uniprotkb:Q14203	DCTN1	9606
dip:DIP-47225N|uniprotkb:O41964	33708	dip:DIP-31365N|uniprotkb:Q14203	DCTN1	9606
dip:DIP-524N|refseq:NP_044650	10298	dip:DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5	MED25	9606
dip:DIP-524N|refseq:NP_044650	10298	dip:DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5	MED25	9606
uniprotkb:G8HBG2	10298	uniprotkb:Q71SY5	MED25	9606
dip:DIP-524N|refseq:NP_044650	10298	dip:DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5	MED25	9606
uniprotkb:G8HBG2	10298	uniprotkb:Q71SY5	MED25	9606
dip:DIP-524N|refseq:NP_044650	10298	dip:DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5	MED25	9606
dip:DIP-524N|refseq:NP_044650	10298	dip:DIP-31454N|refseq:NP_112235|uniprotkb:Q71SY5	MED25	9606
uniprotkb:G8HBG2	10298	uniprotkb:Q71SY5	MED25	9606
uniprotkb:G8HBG2	10298	uniprotkb:Q71SY5	MED25	9606
uniprotkb:G8HBG2	10298	uniprotkb:Q71SY5	MED25	9606
uniprotkb:P0C6U8	694009	uniprotkb:P62753	RPS6	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-31601N|refseq:NP_055859|uniprotkb:Q9UJY4	GGA2	9606
uniprotkb:Q6TVW2	647330	uniprotkb:P63208-1		9606
uniprotkb:Q6TVJ2	647330	uniprotkb:P63208-1		9606
uniprotkb:Q6TVJ1	647330	uniprotkb:P63208-1		9606
dip:DIP-48546N|refseq:NP_957906|uniprotkb:Q6TVJ1	10258	dip:DIP-31606N|uniprotkb:P63208	SKP1	9606
uniprotkb:Q6TVJ4	647330	uniprotkb:P63208-1		9606
uniprotkb:Q6TVW2	647330	uniprotkb:P63208-1		9606
uniprotkb:Q6TVJ7	647330	uniprotkb:P63208-1		9606
dip:DIP-48543N|refseq:NP_957900|uniprotkb:Q6TVJ7	10258	dip:DIP-31606N|uniprotkb:P63208	SKP1	9606
dip:DIP-48542N|refseq:NP_957785|uniprotkb:Q6TVW2	10258	dip:DIP-31606N|uniprotkb:P63208	SKP1	9606
uniprotkb:Q6TVJ4	647330	uniprotkb:P63208-1		9606
dip:DIP-48544N|refseq:NP_957903|uniprotkb:Q6TVJ4	10258	dip:DIP-31606N|uniprotkb:P63208	SKP1	9606
uniprotkb:Q6TVJ2	647330	uniprotkb:P63208-1		9606
dip:DIP-48545N|refseq:NP_957905|uniprotkb:Q6TVJ2	10258	dip:DIP-31606N|uniprotkb:P63208	SKP1	9606
uniprotkb:Q6TVJ7	647330	uniprotkb:P63208-1		9606
dip:DIP-48546N|refseq:NP_957906|uniprotkb:Q6TVJ1	10258	dip:DIP-31608N|refseq:NP_060918|uniprotkb:Q86VP6	CAND1	9606
uniprotkb:Q6TVJ1	647330	uniprotkb:Q86VP6	CAND1	9606
intact:EBI-15928529	11712	uniprotkb:Q13620	CUL4B	9606
dip:DIP-60886N|uniprotkb:Q72500	11676	dip:DIP-31610N|uniprotkb:Q13619	CUL4A	9606
intact:EBI-15928529	11712	uniprotkb:Q13619	CUL4A	9606
intact:EBI-15928529	11712	uniprotkb:Q13619	CUL4A	9606
uniprotkb:Q9QMH9	10407	uniprotkb:Q13619	CUL4A	9606
dip:DIP-48758N|uniprotkb:Q9QMH9	10407	dip:DIP-31610N|uniprotkb:Q13619	CUL4A	9606
uniprotkb:Q72500	11676	uniprotkb:Q13619	CUL4A	9606
dip:DIP-36069N|uniprotkb:P12504	11698	dip:DIP-31612N|refseq:NP_003582|uniprotkb:Q13617	CUL2	9606
uniprotkb:P12504	11698	uniprotkb:Q13617	CUL2	9606
dip:DIP-59209N|uniprotkb:P16749	10360	dip:DIP-31613N|refseq:NP_002559|uniprotkb:P11940	PABPC1	9606
uniprotkb:D3YRZ7	311339	uniprotkb:P11940	PABPC1	9606
dip:DIP-59210N|uniprotkb:D3YRZ7	10363	dip:DIP-31613N|refseq:NP_002559|uniprotkb:P11940	PABPC1	9606
uniprotkb:P16749	10360	uniprotkb:P11940	PABPC1	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-31632N|uniprotkb:Q96SN8	CDK5RAP2	9606
dip:DIP-47209N|refseq:NP_044861|uniprotkb:O41941	33708	dip:DIP-31632N|uniprotkb:Q96SN8	CDK5RAP2	9606
dip:DIP-47204N|refseq:NP_044879|uniprotkb:O41958	33708	dip:DIP-31634N|refseq:NP_066547|uniprotkb:O94875	SORBS2	9606
dip:DIP-47229N|refseq:NP_044891|uniprotkb:P88991	33708	dip:DIP-31669N|uniprotkb:Q9ULT8	HECTD1	9606
uniprotkb:P03231	10377	uniprotkb:P06756	ITGAV	9606
dip:DIP-49016N|uniprotkb:P03231	10377	dip:DIP-31785N|refseq:NP_002201|uniprotkb:P06756	ITGAV	9606
uniprotkb:Q82506	381518	uniprotkb:Q9UBU9	NXF1	9606
dip:DIP-60861N|uniprotkb:Q82506	381518	dip:DIP-31789N|refseq:NP_006353|uniprotkb:Q9UBU9	NXF1	9606
intact:EBI-7355238	11676	uniprotkb:Q92608	DOCK2	9606
uniprotkb:Q02840	31684	uniprotkb:Q92608	DOCK2	9606
dip:DIP-48352N|refseq:NP_054373	11723	dip:DIP-31791N|refseq:NP_004937|uniprotkb:Q92608	DOCK2	9606
intact:EBI-7355238	11676	uniprotkb:Q92608	DOCK2	9606
intact:EBI-7355238	11676	uniprotkb:Q92608	DOCK2	9606
uniprotkb:P04591-PRO_0000038598	11706	uniprotkb:Q99816-1		9606
dip:DIP-59018N|refseq:NP_579883	11676	dip:DIP-31809N|refseq:NP_006283|uniprotkb:Q99816	TSG101	9606
uniprotkb:P04591-PRO_0000038598	11706	uniprotkb:Q99816-1		9606
dip:DIP-59018N|refseq:NP_579883	11676	dip:DIP-31809N|refseq:NP_006283|uniprotkb:Q99816	TSG101	9606
uniprotkb:Q82506	381518	uniprotkb:O00459	PIK3R2	9606
dip:DIP-29081N|refseq:NP_040984|uniprotkb:P03496	211044	dip:DIP-31811N|refseq:NP_005018|uniprotkb:O00459	PIK3R2	9606
uniprotkb:P03496	211044	uniprotkb:O00459	PIK3R2	9606
dip:DIP-60861N|uniprotkb:Q82506	381518	dip:DIP-31811N|refseq:NP_005018|uniprotkb:O00459	PIK3R2	9606
uniprotkb:Q2F862	10258	uniprotkb:P13501	CCL5	9606
dip:DIP-61568N|uniprotkb:Q2F862	10258	dip:DIP-31N|refseq:NP_002976|uniprotkb:P13501	CCL5	9606
dip:DIP-60861N|uniprotkb:Q82506	381518	dip:DIP-32484N|uniprotkb:P52948	NUP98	9606
uniprotkb:Q82506	381518	uniprotkb:P52948	NUP98	9606
dip:DIP-47202N|refseq:NP_044882|uniprotkb:P88983	33708	dip:DIP-32505N|refseq:NP_006640|uniprotkb:Q9BVJ6	UTP14A	9606
dip:DIP-47237N|refseq:NP_044873|uniprotkb:O41952	33708	dip:DIP-32513N|refseq:NP_057103|uniprotkb:Q9Y383	LUC7L2	9606
uniprotkb:P16749	10360	uniprotkb:P04406	GAPDH	9606
dip:DIP-59209N|uniprotkb:P16749	10360	dip:DIP-32521N|refseq:NP_002037|uniprotkb:P04406	GAPDH	9606
dip:DIP-47195N|refseq:NP_044892|uniprotkb:P88993	33708	dip:DIP-32574N|refseq:NP_006382|uniprotkb:O95373	IPO7	9606
dip:DIP-45385N|uniprotkb:P35963	362651	dip:DIP-32585N|refseq:NP_000542|uniprotkb:P40337	VHL	9606
uniprotkb:P35963	362651	uniprotkb:P40337	VHL	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-32648N|uniprotkb:Q9H4A3	WNK1	9606
dip:DIP-47225N|uniprotkb:O41964	33708	dip:DIP-32648N|uniprotkb:Q9H4A3	WNK1	9606
dip:DIP-47229N|refseq:NP_044891|uniprotkb:P88991	33708	dip:DIP-32648N|uniprotkb:Q9H4A3	WNK1	9606
dip:DIP-59042N|uniprotkb:P88988	33708	dip:DIP-32648N|uniprotkb:Q9H4A3	WNK1	9606
dip:DIP-47238N|refseq:NP_044872|uniprotkb:O41951	33708	dip:DIP-32648N|uniprotkb:Q9H4A3	WNK1	9606
dip:DIP-47194N|refseq:NP_044896|uniprotkb:P88995	33708	dip:DIP-32648N|uniprotkb:Q9H4A3	WNK1	9606
uniprotkb:P16749	10360	uniprotkb:P18615	NELFE	9606
dip:DIP-59209N|uniprotkb:P16749	10360	dip:DIP-32669N|refseq:NP_002895|uniprotkb:P18615	NELFE	9606
dip:DIP-47194N|refseq:NP_044896|uniprotkb:P88995	33708	dip:DIP-32672N|refseq:NP_003632|uniprotkb:P13164	IFITM1	9606
dip:DIP-42446N|uniprotkb:P08393	10299	dip:DIP-32892N|uniprotkb:P62269	RPS18	9606
uniprotkb:P08393	10299	uniprotkb:P62269	RPS18	9606
dip:DIP-47193N|refseq:NP_044897|uniprotkb:P88996	33708	dip:DIP-32937N|refseq:NP_006176|uniprotkb:Q14980	NUMA1	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-32948N|uniprotkb:P02545	LMNA	9606
dip:DIP-59209N|uniprotkb:P16749	10360	dip:DIP-32950N|refseq:NP_002678|uniprotkb:Q9H307	PNN	9606
uniprotkb:P16749	10360	uniprotkb:Q9H307	PNN	9606
uniprotkb:P06492	10299	uniprotkb:P51610-1		9606
dip:DIP-41776N|uniprotkb:P06492	10299	dip:DIP-32955N|uniprotkb:P51610	HCFC1	9606
dip:DIP-29297N|uniprotkb:P31345	392809	dip:DIP-32982N|refseq:NP_002259|uniprotkb:O00629	KPNA4	9606
uniprotkb:P31345	392809	uniprotkb:O00629	KPNA4	9606
uniprotkb:P31345	392809	uniprotkb:O00629	KPNA4	9606
uniprotkb:P31345	392809	uniprotkb:O00629	KPNA4	9606
dip:DIP-29297N|uniprotkb:P31345	392809	dip:DIP-32982N|refseq:NP_002259|uniprotkb:O00629	KPNA4	9606
dip:DIP-29297N|uniprotkb:P31345	392809	dip:DIP-32982N|refseq:NP_002259|uniprotkb:O00629	KPNA4	9606
dip:DIP-47242N|refseq:NP_044867|uniprotkb:O41946	33708	dip:DIP-32982N|refseq:NP_002259|uniprotkb:O00629	KPNA4	9606
dip:DIP-47241N|refseq:NP_044868|uniprotkb:O41947	33708	dip:DIP-33010N|uniprotkb:Q86VP1	TAX1BP1	9606
uniprotkb:P04608	11706	uniprotkb:Q86U86	PBRM1	9606
uniprotkb:P04608	11706	uniprotkb:Q86U86	PBRM1	9606
dip:DIP-59027N|refseq:NP_057853	11676	dip:DIP-33045N|uniprotkb:Q86U86	PBRM1	9606
uniprotkb:P03243-1	28285	uniprotkb:P29590	PML	9606
dip:DIP-569N|uniprotkb:P03243	28285	dip:DIP-33053N|uniprotkb:P29590	PML	9606
uniprotkb:Q82506	381518	uniprotkb:Q9UKK6	NXT1	9606
uniprotkb:Q82506	381518	uniprotkb:Q9UKK6	NXT1	9606
dip:DIP-60861N|uniprotkb:Q82506	381518	dip:DIP-33075N|refseq:NP_037380|uniprotkb:Q9UKK6	NXT1	9606
dip:DIP-59504N|refseq:NP_044629	10298	dip:DIP-33103N|refseq:NP_002464|uniprotkb:P35579	MYH9	9606
refseq:NP_044629	10298	uniprotkb:P35579	MYH9	9606
dip:DIP-47199N|refseq:NP_044885|uniprotkb:P88986	33708	dip:DIP-33113N|uniprotkb:Q86V48	LUZP1	9606
dip:DIP-47199N|refseq:NP_044885|uniprotkb:P88986	33708	dip:DIP-33131N|refseq:NP_001714|uniprotkb:Q03001	DST	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-33131N|refseq:NP_001714|uniprotkb:Q03001	DST	9606
dip:DIP-47195N|refseq:NP_044892|uniprotkb:P88993	33708	dip:DIP-33131N|refseq:NP_001714|uniprotkb:Q03001	DST	9606
dip:DIP-47218N|refseq:NP_044912|uniprotkb:P89884	33708	dip:DIP-33131N|refseq:NP_001714|uniprotkb:Q03001	DST	9606
dip:DIP-47237N|refseq:NP_044873|uniprotkb:O41952	33708	dip:DIP-33131N|refseq:NP_001714|uniprotkb:Q03001	DST	9606
dip:DIP-47218N|refseq:NP_044912|uniprotkb:P89884	33708	dip:DIP-33141N|refseq:NP_003118|uniprotkb:Q13813	SPTAN1	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-33170N|uniprotkb:Q7Z406	MYH14	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-33173N|refseq:NP_056145|uniprotkb:Q69YQ0	SPECC1L	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-33179N|refseq:NP_004915|uniprotkb:O43707	ACTN4	9606
dip:DIP-47195N|refseq:NP_044892|uniprotkb:P88993	33708	dip:DIP-33182N|uniprotkb:Q01082	SPTBN1	9606
dip:DIP-47222N|refseq:NP_044907|uniprotkb:O41970	33708	dip:DIP-33182N|uniprotkb:Q01082	SPTBN1	9606
dip:DIP-47242N|refseq:NP_044867|uniprotkb:O41946	33708	dip:DIP-33182N|uniprotkb:Q01082	SPTBN1	9606
dip:DIP-47189N|refseq:NP_044903|uniprotkb:O41966	33708	dip:DIP-33184N|refseq:NP_001093|uniprotkb:P12814	ACTN1	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-33189N|refseq:NP_005338|uniprotkb:P11021	HSPA5	9606
dip:DIP-47194N|refseq:NP_044896|uniprotkb:P88995	33708	dip:DIP-331N|uniprotkb:P36956	SREBF1	9606
dip:DIP-569N|uniprotkb:P03243	28285	dip:DIP-33238N|uniprotkb:P49959	MRE11	9606
uniprotkb:P03243-1	28285	uniprotkb:P49959	MRE11	9606
dip:DIP-569N|uniprotkb:P03243	28285	dip:DIP-33238N|uniprotkb:P49959	MRE11	9606
uniprotkb:P03243-1	28285	uniprotkb:P49959	MRE11	9606
dip:DIP-29893N|refseq:YP_401671|uniprotkb:P03204	10377	dip:DIP-33326N|uniprotkb:Q06330	RBPJ	9606
dip:DIP-39599N|uniprotkb:Q8AZK7	10376	dip:DIP-33406N|refseq:NP_036611|uniprotkb:P61981	YWHAG	9606
uniprotkb:Q8AZK7	10377	uniprotkb:P61981	YWHAG	9606
dip:DIP-48514N|refseq:NP_057854	11676	dip:DIP-33678N|refseq:NP_003391|uniprotkb:O14980	XPO1	9606
uniprotkb:P04618	11706	uniprotkb:O14980	XPO1	9606
uniprotkb:P04618	11706	uniprotkb:O14980	XPO1	9606
dip:DIP-48514N|refseq:NP_057854	11676	dip:DIP-33678N|refseq:NP_003391|uniprotkb:O14980	XPO1	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-33806N|uniprotkb:Q9UGI0	ZRANB1	9606
uniprotkb:P06931	337052	uniprotkb:P49023	PXN	9606
uniprotkb:P06931	337052	uniprotkb:P49023	PXN	9606
dip:DIP-59209N|uniprotkb:P16749	10360	dip:DIP-33858N|uniprotkb:Q07912	TNK2	9606
uniprotkb:P16749	10360	uniprotkb:Q07912	TNK2	9606
uniprotkb:Q6VGS8	28285	uniprotkb:Q12959	DLG1	9606
uniprotkb:P36709	28282	uniprotkb:Q12959	DLG1	9606
dip:DIP-61719N|uniprotkb:Q2Y0F1	45659	dip:DIP-33957N|uniprotkb:Q12959	DLG1	9606
dip:DIP-41950N|uniprotkb:P36709	28282	dip:DIP-33957N|uniprotkb:Q12959	DLG1	9606
dip:DIP-44835N|uniprotkb:P89079	10527	dip:DIP-33957N|uniprotkb:Q12959	DLG1	9606
uniprotkb:P89079	10527	uniprotkb:Q12959	DLG1	9606
uniprotkb:Q2Y0F1	45659	uniprotkb:Q12959	DLG1	9606
uniprotkb:D4N3L3	46936	uniprotkb:Q12959	DLG1	9606
dip:DIP-61721N|uniprotkb:D4N3L3	46936	dip:DIP-33957N|uniprotkb:Q12959	DLG1	9606
dip:DIP-61720N|uniprotkb:Q2KRY6	28285	dip:DIP-33957N|uniprotkb:Q12959	DLG1	9606
dip:DIP-47239N|refseq:NP_044870|uniprotkb:O41949	33708	dip:DIP-34108N|uniprotkb:Q8N720	ZNF655	9606
dip:DIP-47189N|refseq:NP_044903|uniprotkb:O41966	33708	dip:DIP-34271N|refseq:NP_004477|uniprotkb:Q08379	GOLGA2	9606
dip:DIP-47233N|refseq:NP_044878|uniprotkb:O41957	33708	dip:DIP-34271N|refseq:NP_004477|uniprotkb:Q08379	GOLGA2	9606
dip:DIP-47239N|refseq:NP_044870|uniprotkb:O41949	33708	dip:DIP-34281N|refseq:NP_000007|uniprotkb:P11310	ACADM	9606
dip:DIP-48352N|refseq:NP_054373	11723	dip:DIP-34291N|refseq:NP_002863|uniprotkb:P15153	RAC2	9606
uniprotkb:Q02840	31684	uniprotkb:P15153	RAC2	9606
intact:EBI-7355238	11676	uniprotkb:P15153	RAC2	9606
dip:DIP-47244N|refseq:NP_044864|uniprotkb:P88980	33708	dip:DIP-34437N|uniprotkb:O94972	TRIM37	9606
dip:DIP-47198N|refseq:NP_044886|uniprotkb:P88987	33708	dip:DIP-34461N|uniprotkb:Q96KQ7	EHMT2	9606
dip:DIP-570N|uniprotkb:P03254	10515	dip:DIP-344N|uniprotkb:P18847	ATF3	9606
dip:DIP-570N|uniprotkb:P03254	10515	dip:DIP-344N|uniprotkb:P18847	ATF3	9606
